title;address;averageprice;rating
Aux 2 Oliviers;22, rue de Vaugirard 75006 Paris;Prix moyen 32 €;8,4
Bey Paris;48 Rue Saint-Didier 75116 Paris;Prix moyen 20 €;8,4
L'Atelier de Joël Robuchon Etoile;30 Rue Vernet 75008 Paris;Prix moyen 80 €;8,9
Mamabali;8 rue Guillaume Bertrand 75011 Paris;Prix moyen 30 €;8,4
l'Ami Georges;5 Rue du Quatre Septembre 75002 Paris;Prix moyen 28 €;8,1
La Boetie;98 Rue La Boétie 75008 Paris;Prix moyen 25 €;8,4
Itacate - Saveurs du Mexique;94 Rue Saint Honoré 75001 Paris;Prix moyen 15 €;8,4
Laouz;136, rue Saint-Honoré 75001 Paris;Prix moyen 27 €;8,1
Marius et Janette;4, Avenue George V 75008 Paris;Prix moyen 123 €;8,9
Port Louis ... Paris;12, rue Claude Tillier 75012 Paris;Prix moyen 35 €;8,6
Maloka - Alma Brasileira;28, rue de la Tour d'Auvergne 75009 Paris;Prix moyen 36 €;9,1
Sushi Massena;71 Quai Panhard et Levassor 75013 Paris;Prix moyen 20 €;8,4
Porta Da Selva;31 Rue du Faubourg Saint-Martin 75010 Paris;Prix moyen 25 €;8,4
Keziah;156 Avenue Ledru Rollin 75011 Paris;Prix moyen 25 €;8,9
Chacun Fait;8 Rue Fessart 75019 Paris;Prix moyen 18 €;8,1
Il Duca;26, rue Yvonne le Tac 75018 Paris;Prix moyen 41 €;8,4
Etoile du Kashmir;1, rue des Batignolles 75017 Paris;Prix moyen 15 €;8,4
Paris Polska;42, rue des Vignoles 75020 Paris;Prix moyen 22 €;8,4
Au Relais;48 Rue Lamarck 75018 Paris;Prix moyen 20 €;8,4
L'Alsacien;6, rue Saint Bon 75004 Paris;Prix moyen 18 €;9,1
Restaurant Maceo;15, Rue des Petits Champs 75001 Paris;;8,9
1000 et 1 Délices;42 Rue Rodier 75009 Paris;Prix moyen 15 €;8,4
Au Petit Marguery - Rive Droite;64, avenue des Ternes 75017 Paris;Prix moyen 29 €;8,5
Au Métro des Lilas;261, avenue Gambetta 75020 Paris;Prix moyen 29 €;8,4
C Décalé;77 Rue la Condamine 75017 Paris;Prix moyen 23 €;9
Cedre Sur Seine;3 Rue Véronèse 75013 Paris;Prix moyen 17 €;8,4
Les Poulettes Batignolles;10, rue de Chéroy 75017 Paris;Prix moyen 55 €;9,3
John Weng Trousseau;12 Rue Théophile Roussel 75012 Paris;Prix moyen 25 €;9,2
Art Bistro, Cuisine du Sud-Ouest;56, bis rue de Clichy 75009 Paris;Prix moyen 26 €;8,2
La Sirène;30 Avenue Gambetta 75020 Paris;Prix moyen 20 €;8,3
L'Apollo;106 Boulevard du Montparnasse 75014 Paris;Prix moyen 36 €;8,2
Sushi CC;67 Avenue de la Bourdonnais 75007 Paris;Prix moyen 20 €;8,3
Nodaïwa;272, rue Saint-Honoré 75001 Paris;Prix moyen 40 €;9,2
Chez Michel;148 Avenue de Saint-Ouen 75018 Paris;Prix moyen 30 €;9,2
Ana M.;14, rue du Jura 75013 Paris;Prix moyen 25 €;9,2
Le Roch Restaurant - Bar & More;28 Rue Saint-Roch 75001 Paris;Prix moyen 46 €;9,2
La Braise Dorée;52, rue de la Chapelle 75018 Paris;Prix moyen 15 €;8,3
Coq & Bock;59 Rue Ramey 75018 Paris;Prix moyen 25 €;9,2
Thabthim Siam;28, rue de Moscou 75008 Paris;Prix moyen 27 €;8,3
L'Esprit du 12éme - Le Bistrot;1 Rue de Libourne 75012 Paris;Prix moyen 35 €;8,3
Thaï Paragon;9 rue Sophie Germain 75014 Paris;Prix moyen 18 €;8,6
Restaurant Himalaya;60, boulevard Montparnasse 75015 Paris;Prix moyen 21 €;8,4
Sparks;85, Rue de Dunkerque (6 rue Gérando) 75009 Paris;Prix moyen 20 €;9,2
Krügen;58 Rue de la Fontaine au Roi 75011 Paris;Prix moyen 20 €;9,2
Petite Fleur;5 Rue Damrémont 75018 Paris;Prix moyen 30 €;9,2
Pizza Vesuvio- Georges V;25 Rue Quentin-Bauchart 75008 Paris;Prix moyen 23 €;8,3
La Cantina Chic;14 rue de l'Etoile 75017 Paris;Prix moyen 20 €;9,2
Restaurant Seç 18eme;165, rue Ordener 75018 Paris;Prix moyen 22 €;9,2
Ikra;119, boulevard Raspail 75006 Paris;Prix moyen 35 €;8,3
Potala;14 Rue Houdon 75018 Paris;Prix moyen 20 €;9,2
Yo;10, rue de Port-Mahon 75002 Paris;Prix moyen 32 €;9,2
Joly;23 Avenue Victoria 75001 Paris;Prix moyen 18 €;8,3
Le Grand 8;8 Rue Lamarck 75018 Paris;Prix moyen 45 €;9,2
La Maison du Couscous;8, Rue Sarrette 75014 Paris;Prix moyen 12 €;8,3
Chez Milo;16 Rue Maublanc 75015 Paris;Prix moyen 20 €;8,3
L'Annexe - Montmartre;13 Rue des Trois Frères 75018 Paris;Prix moyen 40 €;9,2
Le Louis 2 - Hôtel de la Trémoille;16, rue de la Trémoille 75008 Paris;Prix moyen 55 €;8,8
Villa Dondelli;1, rue Monsigny 75002 Paris;Prix moyen 40 €;8,6
La Rughetta;41, rue Lepic 75018 Paris;Prix moyen 37 €;9,2
Café Chinon;49 Rue des Abbesses 75018 Paris;Prix moyen 25 €;8,3
Pizza Oro;59 Rue de Boulainvilliers 75016 Paris;Prix moyen 23 €;9,2
890;29 Rue Poissonnière 75002 Paris;Prix moyen 18 €;7,7
Anata;59, rue Custine 75018 Paris;Prix moyen 20 €;8,3
New Sanna;111 Avenue de Villiers, Paris, France 75017 Paris;Prix moyen 25 €;9,2
Nouvelle Amitié;90 Rue de Picpus 75012 Paris;Prix moyen 20 €;8,3
Wakoya;25 Rue de Lancry 75010 Paris;Prix moyen 15 €;8,3
Sizin;47, rue Saint-Georges 75009 Paris;Prix moyen 29 €;9,2
La Table Marocaine du XVéme;25, rue du Hameau 75015 Paris;Prix moyen 21 €;8,3
Papelli - Faubourg Saint-Denis;74 Rue du Faubourg Saint-Denis 75010 Paris;Prix moyen 25 €;9,2
Le Louis 2 Lounge;16 Rue de la Tremoille 75008 Paris;Prix moyen 40 €;8,2
Thai Panthong;37, rue de l'Ouest 75014 Paris;Prix moyen 28 €;8,3
Le Sauvage;7 Rue Roy 75008 Paris;Prix moyen 50 €;9,2
Soji Thai;33 Rue Véron 75018 Paris;Prix moyen 20 €;8,3
Macchupisko;6 Rue Ernest Renan 75015 Paris;Prix moyen 45 €;9,2
Les Petits Crus;13 Rue Saint-Sabin 75011 Paris;Prix moyen 25 €;9,2
Etoile du Kashmir;56, boulevard de Montparnasse 75015 Paris;Prix moyen 18 €;8,2
Jimmy 2 Fois;15 Rue Letort 75018 Paris;Prix moyen 24 €;9,2
Assaporare;7, rue Saint-Nicolas 75012 Paris;Prix moyen 35 €;9,2
Royal VI Nation;7 Place de la Nation 75011 Paris;Prix moyen 15 €;8,2
Nikayo;38 Rue Louis Braille 75012 Paris;Prix moyen 16 €;8,3
Samina;12, rue Xavier Privas 75005 Paris;Prix moyen 23 €;7,9
Gourmet Gourmand;12 Rue Parrot 75012 Paris;Prix moyen 20 €;9,2
Le Népo;48 Rue Caulaincourt 75018 Paris;Prix moyen 21 €;9,2
Hippopotamus Italie 2;30 Place d'Italie 75013 Paris;Prix moyen 22 €;8,3
Le Nawab;174 Rue Ordener 75018 Paris;Prix moyen 25 €;9,2
Café Drouot;10 Rue Drouot 75009 Paris;Prix moyen 25 €;8,2
Le Tourbillon;116, rue des Dames 75017 Paris;Prix moyen 35 €;9,2
Girasole;5 bis, rue Linné 75005 Paris;Prix moyen 31 €;8
Bistrot 31;31, avenue Théophile Gauthier 75016 Paris;Prix moyen 29 €;9,2
Le Napoleon III;1 Place Armand Carrel 75019 Paris;Prix moyen 25 €;8,6
L'Empire du 8ème;11 Rue Jean Mermoz 75008 Paris;Prix moyen 55 €;8,3
À L'Ouest;20 Rue du Ruisseau 75018 Paris;Prix moyen 15 €;9,2
Prik Thai;160, avenue du Maine 75014 Paris;Prix moyen 35 €;9,2
Le Voltaire;18, boulevard Voltaire 75011 Paris;Prix moyen 19 €;8
Ashinoma;29 Avenue de Versailles 75016 Paris;Prix moyen 15 €;8,3
XV Burger;179 Rue de Vaugirard 75015 Paris;Prix moyen 18 €;9,2
La Cantine de Quentin 17ème;11 Rue Fourcroy 75017 Paris;Prix moyen 27 €;9,2
Acquerello;40 bis Rue du Faubourg Poissonnière 75010 Paris;Prix moyen 15 €;9,2
SOURIRE tapas françaises;27 Rue Galande 75005 Paris;Prix moyen 35 €;9,2
Au Coin Pasteur;59 Boulevard Pasteur 75015 Paris;Prix moyen 28 €;8,3
Pizzeria Santa Rita;121, rue de la Croix Nivert 75015 Paris;Prix moyen 20 €;7,7
GreenHouse;22 Rue Crespin du Gast 75011 Paris;Prix moyen 20 €;9,2
Midi 12;12 Rue la Fayette 75009 Paris;Prix moyen 16 €;9,2
La cantine marocaine;23 rue Richer 75009 Paris;Prix moyen 13 €;8,3
Tropicalia Bistrot Culturel Brésilien;114 Bis, Rues des Moines 75017 Paris;Prix moyen 15 €;8,3
Le Comptoir Iodé;8 Rue de Paradis 75010 Paris;Prix moyen 30 €;9,2
Brasserie du Quai;2ter Quai de la Mégisserie 75001 Paris;Prix moyen 15 €;7,7
l'Ours Blanc;8 Rue Geoffroy l'Angevin 75004 Paris;Prix moyen 35 €;9,2
BocARriba;68 Rue de Belleville 75020 Paris;Prix moyen 24 €;9,2
l'Atelier Lazare;3 Rue de l'Isly 75008 Paris;Prix moyen 25 €;7,7
L'Évasion;7, place Saint-Augustin 75008 Paris;Prix moyen 60 €;8,5
Atelier Maître Albert;1, rue Maitre Albert 75005 Paris;Prix moyen 60 €;8,9
Le 39V Paris - Frédéric Vardon;39 Avenue George V 75008 Paris;Prix moyen 87 €;9,2
Café Jamin;32 Rue de Longchamp 75016 Paris;Prix moyen 49 €;8,7
Soma;13 Rue de Saintonge 75003 Paris;Prix moyen 40 €;9,5
Fromagerie Danard;5 Rue du Colonel Driant 75001 Paris;Prix moyen 20 €;9,5
L'Orangerie Paris;28, rue Saint-Louis en L'Ile 75004 Paris;Prix moyen 57 €;8,7
Monteleone;68 bis, avenue Jean Moulin 75014 Paris;Prix moyen 30 €;8,7
Le Coco de Mer;34 Boulevard Saint-Marcel 75005 Paris;Prix moyen 22 €;8,7
El Burro Blanco;79, rue du Cardinal Lemoine 75005 Paris;Prix moyen 33 €;8,3
Le Simbala;31 Rue Pétion 75011 Paris;Prix moyen 25 €;8,7
Comme Chai Nous;48, rue Dulong 75017 Paris;Prix moyen 30 €;8,9
Sorza;51, rue Saint Louis en L'Ile 75004 Paris;Prix moyen 35 €;9,1
Mak Thai;17 Rue Vignon 75008 Paris;Prix moyen 22 €;8,5
Arnaud Nicolas;46 Avenue de la Bourdonnais 75007 Paris;Prix moyen 55 €;9,3
Redd;28 Rue Saint-Sauveur 75002 Paris;Prix moyen 25 €;9,3
Anicia par François Gagnaire;97 Rue du Cherche-Midi 75006 Paris;Prix moyen 46 €;9,1
Le Garde Temps;19 Rue Pierre Fontaine 75009 Paris;Prix moyen 25 €;9,1
Chez Tof;30, rue Saint-Marc 75002 Paris;Prix moyen 23 €;9,1
La Place;78 bis, avenue Marceau 75008 Paris;Prix moyen 50 €;8,9
La Brasserie Thaï;5 Rue Poulbot 75018 Paris;Prix moyen 18 €;9,1
Le 890;40 Rue Alexandre Dumas 75011 Paris;Prix moyen 20 €;8,3
Le 68 Guy Martin;68 Av. des Champs-Élysées 75008 Paris;Prix moyen 55 €;9,1
Il Bacaro;9 Rue Auguste Laurent 75011 Paris;Prix moyen 23 €;9,3
Jin;6 Rue de la Sourdière 75001 Paris;Prix moyen 100 €;8,9
La Villa Passy;4 Impasse des Carrières 75116 Paris;Prix moyen 26 €;9,1
Acide Macaron - Batignolles;24, rue des Moines 75017 Paris;Prix moyen 15 €;8,5
l'Affamé;6 Rue de la Martinique 75018 Paris;Prix moyen 26 €;8,5
Mystery Cuisine - Édouard et Thu Ha;37 bis, rue de Montpensier 75001 Paris;Prix moyen 169 €;9,7
Chez Karl et Erick;20, rue de Tocqueville 75017 Paris;Prix moyen 45 €;9,1
Chez Rico;34 Boulevard de l'Hôpital 75005 Paris;Prix moyen 20 €;8,8
Cantina Clandestina;17, rue Milton 75009 Paris;Prix moyen 22 €;8,3
Racines des Prés;1 Rue de Gribeauval 75007 Paris;Prix moyen 60 €;9,3
Lumen;15 Rue des Pyramides 75001 Paris;Prix moyen 58 €;9,1
l'Envigne;9 Rue de Moscou 75008 Paris;Prix moyen 25 €;8,5
Café Mareva;38 Rue du Faubourg du Temple 75011 Paris;Prix moyen 15 €;9,1
L'Heure Bleue;57, rue Arthur Rozier 75019 Paris;Prix moyen 30 €;8,8
Porte 12;12, Rue des Messageries 75010 Paris;Prix moyen 70 €;9,1
Swann et Vincent Bastille;7, rue Saint Nicolas 75012 Paris;Prix moyen 34 €;8,9
Le 10 - Hôtel Crowne Plaza;10, place de la République 75011 Paris;Prix moyen 37 €;8,3
Un Jour à Peyrassol - Bar à Truffes;13, rue Vivienne 75002 Paris;Prix moyen 56 €;9,3
Dat Viet;59 Rue du Couëdic 75014 Paris;Prix moyen 20 €;8,5
Pascade;14, rue Daunou 75002 Paris;Prix moyen 35 €;8,9
La Plage Parisienne;Port de Javel Haut 75015 Paris;Prix moyen 53 €;8,5
Les Gourmands de Notre Dame;1 Rue des Grands Degrés 75005 Paris;Prix moyen 20 €;8
Acide Macaron - Boétie;85 Rue La Boétie 75008 Paris;Prix moyen 9 €;8,8
Il Pomod'oro;340 Rue Saint-Jacques 75005 Paris;Prix moyen 20 €;9,3
Pizza Roma;61, avenue du Maine 75014 Paris;Prix moyen 25 €;8,2
Gioia Mia;61 Rue de Provence 75009 Paris;Prix moyen 30 €;9,3
Allo Tandoori;93 Rue Philippe de Girard 75018 Paris;Prix moyen 20 €;8,5
Pho Thai;53 Rue de Montreuil 75011 Paris;Prix moyen 14 €;8,8
Pink Flamingo Pizza Canal St-Martin;67 Rue Bichat 75010 Paris;Prix moyen 25 €;8,8
Creperie Paris Breizh Italie;166 Boulevard Vincent Auriol 75013 Paris;Prix moyen 16 €;9,1
Earth'K;5 Rue Daunou 75002 Paris;Prix moyen 15 €;8,8
Divellec;18 Rue Fabert 75007 Paris;Prix moyen 101 €;9,1
La Strasbourgeoise;5 rue du 8 Mai 1945 75010 Paris;Prix moyen 33 €;8,5
L'Escudella;41 Avenue de Ségur 75007 Paris;Prix moyen 40 €;9,3
Le Paprika;28 Avenue Trudaine 75009 Paris;Prix moyen 30 €;8,8
Retro Bottega;12, rue Saint-Bernard 75011 Paris;Prix moyen 38 €;9,3
L'Atlantide;7 Avenue de Laumière 75019 Paris;Prix moyen 20 €;9,3
Blue Elephant Paris;43/45, rue de la Roquette 75011 Paris;Prix moyen 50 €;8,9
First Avenue;Face 119-121, boulevard Pereire Coté tennis 75017 Paris;Prix moyen 24 €;8,2
Noto - Restaurant Pleyel;252 Rue du Faubourg Saint-Honoré 75008 Paris;Prix moyen 52 €;9,1
L'inattendu Village Saint Paul;13/15, rue Saint Paul dans la Cours 75004 Paris;Prix moyen 15 €;8,5
Fils du Soleil;5 Rue René Boulanger 75010 Paris;Prix moyen 22 €;8,5
Les Frères Bretons;31 Boulevard de Grenelle 75015 Paris;Prix moyen 16 €;9,3
Thiou;94 Boulevard de la Tour-Maubourg 75007 Paris;Prix moyen 65 €;9,1
Amoud;10 Rue Mignard 75116 Paris;;9,3
Rainettes;5 Rue Caron 75004 Paris;Prix moyen 25 €;8,5
Sun Thai;8 Rue Abel Hovelacque 75013 Paris;Prix moyen 20 €;8,5
Le Petit Canard;19, rue Henri Monnier 75009 Paris;Prix moyen 33 €;9,3
Les Allobroges;71, rue des Grands Champs 75020 Paris;Prix moyen 37 €;8,7
L'Assiette;78, rue Labat 75018 Paris;Prix moyen 25 €;9,1
Le Lobby, The Peninsula Paris;19, avenue Kléber 75116 Paris;Prix moyen 70 €;9,1
M.Georges;27 Rue du Colisée 75008 Paris;Prix moyen 35 €;8,5
HOBO;33 Rue du Faubourg Saint-Martin 75010 Paris;Prix moyen 18 €;8,7
Khao Thaï;13, rue Dauphine 75006 Paris;Prix moyen 27 €;8,5
Pierre Sang In Oberkampf;55 Rue Oberkampf 75011 Paris;Prix moyen 55 €;9,1
Vins et Terroirs;66, rue Saint-André des Arts 75006 Paris;Prix moyen 33 €;8
Petit Villa;37 Boulevard Saint-Martin 75010 Paris;Prix moyen 18 €;8,5
Ô Saigon;30 Boulevard de Vaugirard 75015 Paris;Prix moyen 20 €;8,8
Le Trois-Quart;49, rue Laugier 75017 Paris;Prix moyen 35 €;9,3
Le Cap Saint-Honoré;181 Rue du Faubourg Saint-Honoré 75008 Paris;Prix moyen 24 €;8,3
Neelkanth;12bis, rue de la Chine 75020 Paris;Prix moyen 17 €;8,6
Bernard du 15;62, rue des Entrepreneurs 75015 Paris;Prix moyen 43 €;8,9
L'Avenue - Buttes-Chaumont;41 Avenue de Laumière 75019 Paris;Prix moyen 20 €;8,1
Le Tabarin;21 Rue Amelot 75011 Paris;Prix moyen 22 €;8,6
La Forge;14, rue Pascal 75005 Paris;Prix moyen 40 €;9,1
Le Sari;42 Avenue Jean Jaurès 75019 Paris;Prix moyen 20 €;7,6
Antica Roma 1;104 Rue Boileau 75016 Paris;Prix moyen 25 €;7,9
Nieli;17/19, rue Louise Weiss 75013 Paris;Prix moyen 26 €;8,3
Asian Bistro;3 Rue Mouton-Duvernet 75014 Paris;Prix moyen 15 €;8,6
Jeïta;95, rue Mont-Cenis 75018 Paris;Prix moyen 29 €;7,8
Vicky;13 Rue Rennequin 75017 Paris;Prix moyen 25 €;8,6
Il Piccolo Drouot;2, rue de Provence 75009 Paris;Prix moyen 35 €;8,5
Armelle et Henri;3, rue Audran 75018 Paris;Prix moyen 28 €;8,6
Le Boudoir;25, rue du Colisée 75008 Paris;Prix moyen 57 €;9,3
Miushi;47 Avenue Raymond Poincaré 75116 Paris;Prix moyen 23 €;8,6
L'Écaille de la Fontaine;15 Rue Gaillon 75002 Paris;Prix moyen 50 €;8,6
Satoshi;29 Rue des Petits Champs 75001 Paris;Prix moyen 14 €;7,9
Bistro Dagorno;9 Rue Dagorno 75012 Paris;Prix moyen 18 €;8,2
Isaan Thai;9 Rue Monsieur le Prince 75006 Paris;Prix moyen 25 €;7,9
Caffe Della Pizza;3, rue Geoffroy Marie 75009 Paris;Prix moyen 27 €;8,2
Momento;28, rue d'Alésia 75014 Paris;Prix moyen 20 €;8,6
Maison de Kongfuzi;1, rue de Moscou 75008 Paris;Prix moyen 22 €;7,9
La Grillade Gourmande;3 Rue des Cendriers 75020 Paris;Prix moyen 20 €;8,2
Les Mauvais Garçons;4, rue des Mauvais Garçons 75004 Paris;Prix moyen 24 €;8,6
Le Robinet d'Or;17 Rue Robert Blache 75010 Paris;Prix moyen 25 €;8,6
Siam Square;1 Boulevard de Magenta 75010 Paris;Prix moyen 15 €;8,6
Sepna;42 Avenue de Clichy 75018 Paris;Prix moyen 17 €;8,2
Sushi Jidai;90, rue Didot 75014 Paris;Prix moyen 18 €;8,6
La Tabernita;79, rue de Charonne 75011 Paris;Prix moyen 20 €;8,6
Hippopotamus Paris Opéra 2e;1 Boulevard des Capucines 75002 Paris;Prix moyen 21 €;8,2
Chez Claude;166, rue Saint Honoré 75001 Paris;Prix moyen 31 €;8
Marinisa;106, boulevard de Clichy 75018 Paris;Prix moyen 18 €;7,9
Bistrot du Coin;73, Avenue Ledru-Rollin 75012 Paris;Prix moyen 25 €;8,6
Le Petit Banville;22, rue Théodore Banville 75017 Paris;Prix moyen 36 €;8,6
Chez Plumeau;4 place du Calvaire 75018 Paris;Prix moyen 22 €;8,6
Maloka- Fogo & Brasa;1 bis, Rue Augereau 75007 Paris;Prix moyen 36 €;8,9
Saigon Lointain;143 Boulevard Saint-Michel 75005 Paris;Prix moyen 20 €;7,9
Le Guersant;30 Boulevard Gouvion-Saint-Cyr 75017 Paris;Prix moyen 30 €;8,6
Ase Theodros;7, rue de la Collégiale 75005 Paris;Prix moyen 15 €;8,6
Vatel Restaurant Paris;122 Rue Nollet 75017 Paris;Prix moyen 50 €;9,1
Le Pont de Sichuan;86, rue de Richelieu 75002 Paris;Prix moyen 23 €;8,6
Umami;19 Rue de la Roquette 75011 Paris;Prix moyen 15 €;8,6
Pizza Sarno;31 Rue de la Harpe 75005 Paris;Prix moyen 16 €;8,6
Lotus Vietnam;348 Rue des Pyrénées 75020 Paris;Prix moyen 20 €;8,2
Osmoz;33, rue de l'Ouest 75014 Paris;Prix moyen 24 €;8,2
Allen's Market;33 Rue du Château d'Eau 75010 Paris;Prix moyen 25 €;8,2
Finzi;182, boulevard Haussmann 75008 Paris;Prix moyen 35 €;8,2
Pinocchio;19 Boulevard Edgar Quinet 75014 Paris;Prix moyen 24 €;8,6
Senatore Caffé;54 Rue Mademoiselle 75015 Paris;Prix moyen 27 €;8,6
Le Café Qui Parle;24, rue Caulaincourt 75018 Paris;Prix moyen 35 €;8,6
Le Jardin;21 rue de la Fédération 75015 Paris;Prix moyen 26 €;7,4
Pottoka - Sébastien Gravé;4, rue de l’Exposition 75007 Paris;Prix moyen 50 €;9,2
Le George - Four Seasons Hôtel George V;31 Avenue George V 75008 Paris;Prix moyen 90 €;9,4
Le Villaret;13, Rue Ternaux 75011 Paris;Prix moyen 45 €;9,2
Millésimes 62;13 Place de Catalogne 75014 Paris;Prix moyen 40 €;8,4
Kitchen Galerie Bis - KGB;25 Rue des Grands Augustins 75006 Paris;Prix moyen 45 €;9,4
Garance;34, rue Saint-Dominique 75007 Paris;Prix moyen 105 €;9,2
Baffo;12, rue Pecquay 75004 Paris;Prix moyen 55 €;9,4
Le Beau Marché;90 Boulevard Beaumarchais 75011 Paris;Prix moyen 30 €;9,1
Le Saut du Crapaud;16, rue des Plantes 75014 Paris;Prix moyen 30 €;8,7
Restaurant le W - Warwick Paris;5, rue de Berri 75008 Paris;Prix moyen 39 €;9
Bouillon des Colonies;3, rue Racine 75006 Paris;Prix moyen 29 €;8,5
Le Coq Rico;98, rue Lepic 75018 Paris;Prix moyen 46 €;9,2
India Gate;30, boulevard de l'Hôpital 75005 Paris;Prix moyen 18 €;8,2
Le Salon d'Hélène - Hélène Darroze;4, rue d'Assas 75006 Paris;Prix moyen 80 €;8,4
Le Chateaubriand;129 Avenue Parmentier 75011 Paris;Prix moyen 90 €;9
Drouant par Antoine Westermann;16-19, Rue Gaillon 75002 Paris;Prix moyen 56 €;9
La Table de Julie;234, rue du Faubourg Saint-Antoine 75012 Paris;Prix moyen 34 €;8,8
Willi's Wine Bar;13, rue des Petits Champs 75001 Paris;Prix moyen 48 €;8,8
Dessirier;9, place du Maréchal Juin 75017 Paris;Prix moyen 76 €;8,8
Daru;19, rue Daru 75008 Paris;Prix moyen 60 €;8,7
La Bastide Odéon;7, rue Corneille 75006 Paris;Prix moyen 30 €;8,4
La Table du Loup;32, rue Traversière 75012 Paris;Prix moyen 23 €;8,7
Tavolino;38 Rue de Bourgogne 75007 Paris;Prix moyen 30 €;9,2
Don Giovanni;19, rue François Miron 75004 Paris;Prix moyen 28 €;9,1
Kirane India;20 Rue du Débarcadère 75017 Paris;Prix moyen 30 €;9,1
Chez Luigi;96, boulevard de Grenelle 75015 Paris;Prix moyen 23 €;7,8
Balls Pigalle;27 Rue de Douai 75009 Paris;Prix moyen 22 €;9,1
Il Quadrifoglio;19 Boulevard Bourdon 75004 Paris;Prix moyen 32 €;9,1
Métis;6, rue Sainte Isaure 75018 Paris;Prix moyen 21 €;9,1
Sant Antonio;16 Rue Saint-Martin 75004 Paris;Prix moyen 19 €;8,5
Abradavio;3, rue de Maubeuge 75009 Paris;Prix moyen 25 €;8,1
Escale 40;40 Boulevard de l'Hôpital 75005 Paris;Prix moyen 15 €;8,9
Au Trotteur;103 Rue Brancion 75015 Paris;Prix moyen 20 €;8,1
Le Diplomate;252 Rue de la Convention 75015 Paris;Prix moyen 15 €;8
Via Maria - lo scenario;78/82, rue du Château 75014 Paris;Prix moyen 20 €;8,1
Tachibana;7 Rue de Berne 75008 Paris;Prix moyen 12 €;8,1
Ikura;27, boulevard Garibaldi 75015 Paris;Prix moyen 18 €;8
Le Jamoncito;13 Rue Quincampoix 75004 Paris;Prix moyen 20 €;9,1
TouyTouyT;242 Rue du Faubourg Saint-Martin 75010 Paris;Prix moyen 15 €;9,1
O Corcovado-Montparnasse;152, rue du Château 75014 Paris;Prix moyen 37 €;9,1
Hippopotamus Notre Dame;9 Rue Lagrange 75005 Paris;Prix moyen 22 €;8,1
Le Poppy's Café;23 Rue de Montreuil 75011 Paris;Prix moyen 22 €;9,1
Chez Gaby;48 Rue Dutot 75015 Paris;Prix moyen 25 €;7,5
Trisha;11 Rue d'Hauteville 75010 Paris;Prix moyen 22 €;9,1
Café de l'Industrie;1, avenue de la porte de Montreuil 75020 Paris;Prix moyen 29 €;8
Le Perroquet Vert;7, rue Cavallotti 75018 Paris;Prix moyen 33 €;9,1
Lolivà;76 Boulevard de Ménilmontant 75020 Paris;Prix moyen 20 €;9,1
Mariba;103 Rue Legendre 75017 Paris;Prix moyen 18 €;9,1
Senoble;11 Rue des Petits Champs 75001 Paris;Prix moyen 25 €;8,9
Le Carpaccio;4 Rue de Berri 75008 Paris;Prix moyen 25 €;8,1
Le Biz;18, rue Favart 75002 Paris;Prix moyen 22 €;8
Il Sole d'Italia;120 Rue des Moines 75017 Paris;Prix moyen 20 €;7,8
Le Jardin des Pâtes;4, rue Lacépède 75005 Paris;Prix moyen 23 €;9,1
Le Petit Pasteur;52, rue des Volontaires 75015 Paris;Prix moyen 24 €;7,8
À l'Affiche;48 Rue de Moscou 75008 Paris;Prix moyen 26 €;9,1
Rajmahal;77 Avenue Simon Bolivar 75019 Paris;Prix moyen 20 €;7,8
Il Padrino;49 Rue Custine 75018 Paris;Prix moyen 28 €;9,1
Basilic & Spice;88 Avenue de Choisy 75013 Paris;Prix moyen 28 €;8,9
Foodi Jia-Ba-Buay;2 Rue du Nil 75002 Paris;Prix moyen 20 €;9,3
Le 17.45;45 Rue des Dames 75017 Paris;Prix moyen 17 €;9,1
La Table des Ternes;36 Rue Bayen 75017 Paris;Prix moyen 22 €;8,9
Enclos De La Croix;18 Boulevard Exelmans 75016 Paris;Prix moyen 38 €;9,1
Don Juan II - Yachts de Paris - Guy Krenzer;Port Henri IV 75004 Paris;Prix moyen 220 €;9,5
Bar E7;39 Avenue de l'Opéra 75002 Paris;Prix moyen 30 €;8,1
Founti Agadir;117, rue Monge 75005 Paris;Prix moyen 26 €;8,9
Thai Thai;30, boulevard Hausmann 75009 Paris;Prix moyen 23 €;8,1
Le Mathusalem;5 bis, boulevard Exelmans 75016 Paris;Prix moyen 38 €;9,1
Coffee Crêpes;24, quai du Louvre 75001 Paris;Prix moyen 15 €;8,5
Auberge Notre Dame;69, quai de la Tournelle 75005 Paris;Prix moyen 28 €;7,5
H.Kitchen;18, rue Mayet 75006 Paris;Prix moyen 50 €;9,1
L'Ange 20;44 Rue des Tournelles 75004 Paris;Prix moyen 30 €;9,1
John Weng Niel;97 Avenue Niel 75017 Paris;Prix moyen 30 €;9,1
Le Lac de l'Ouest;7 Rue de la Harpe 75005 Paris;Prix moyen 20 €;8,1
La Marotte;4 Rue de Parme 75009 Paris;Prix moyen 20 €;8,1
Chez Fernand Christine;9, Rue Christine 75006 Paris;Prix moyen 35 €;8,9
Au Régal Couscous;16, cours de Vincennes 75012 Paris;Prix moyen 17 €;9,1
Kunchapai;96 Rue de Saussure 75017 Paris;Prix moyen 20 €;8,1
Sushi Story;Place Jean - Michel Basquiat 75013 Paris;Prix moyen 17 €;7,8
