title;address;averageprice;rating
Le Machon d'Henri;8 Rue Guisarde 75006 Paris;€€ - €€€;
Saveurs de Tokyo;158 avenue de Versailles 75016 Paris;€€ - €€€;
Mamma Roma Cherche-Midi;55 rue du Cherche Midi 75006 Paris;€;
L'entre-potes;139, Rue Raymond Losserand 75014 Paris;€€ - €€€;
La Midinette;2 rue Robert Planquette 75018 Paris;€€ - €€€;
Le Suffren;84 Avenue de Suffren 75015 Paris;€€ - €€€;
Norouz;48 rue du Dessous des Berges 75013 Paris;€€ - €€€;
Restaurant Labranda;18 rue Louis Blanc 75010 Paris;€€ - €€€;
Piou Piou Bistro;54 Rue Rene Boulanger 75010 Paris;€€ - €€€;
Le Jardin d'en Face;29 rue des 3 Freres 75018 Paris;€€ - €€€;
Likafo;39 avenue de Choisy 75013 Paris;€€ - €€€;
Bistro Bellet;84 rue du Faubourg Saint Denis 75010 Paris;€€ - €€€;
L'acolyte de L'insolite;49 Rue de la Folie Mericourt 75011 Paris;€€ - €€€;
Akasaka;11 B rue Beaugrenelle 75015 Paris;€;
L'Ecaille de la Fontaine;15 Rue Gaillon 75002 Paris;€€ - €€€;
Crêperie la Bigoudene;62 rue du Montparnasse 75014 Paris;€;
Racines 2;39 rue de l Arbre Sec 75001 Paris;€€€€;
Cafe de la Poste;124 rue de Turenne 75003 Paris;€€ - €€€;
Café Petite;52 Rue Rene Boulanger 75010 Paris;€€ - €€€;
A la Folie;26 Avenue Corentin Cariou 75019 Paris;€€ - €€€;
Sahil;104 rue du Faubourg Saint Denis 75010 Paris;€;
Thaï House;42 rue Rodier 75009 Paris;€€ - €€€;
Causses;55 ND de Lorette 75009 Paris;€€ - €€€;
Cotte Roti;1 Rue De Cotte 75012 Paris;€€€€;
Big Fernand;32 rue Saint Sauveur 75002 Paris;€€ - €€€;
Fuxia;50 rue Francois Miron 75004 Paris;€€ - €€€;
Claus;14, Rue Jean Jacques Rousseau 75001 Paris;€€ - €€€;
Le Madarin Sorbonne;18 rue Cujas 75005 Paris;€;
Bistro Romain;9 boulevard des Italiens 75002 Paris;€€ - €€€;
Montcalm;21 rue Montcalm 75018 Paris;€€ - €€€;
Le Bistrot d'Henri;16 rue Princesse 75006 Paris;€€ - €€€;
Factory and Co Bercy Village;23 Cour Saint Emilion 75012 Paris;€€ - €€€;
Le Nhà-Quê;20 Rue du general Guilhem 75011 Paris;€€ - €€€;
Latarte;5 rue de Damiette 75002 Paris;€€ - €€€;
Le Scheffer;22 rue Scheffer 75116 Paris;€€ - €€€;
L'auberge calabraise;64 boulevard Brune 75014 Paris;€€ - €€€;
My Free Kitchen;1bis rue Bleue 75009 Paris;€€ - €€€;
Sushi Gan;41 rue des Petits Champs 75001 Paris;€€ - €€€;
A Cote Restaurant;40 rue de Longchamp 75116 Paris;€€ - €€€;
Pomodoro;20 rue la Vieuville 75018 Paris;€€ - €€€;
Le Danton;103 boulevard Saint Germain 75006 Paris;€€ - €€€;
Hostellerie de l'oie Qui Fume;59 Quai de la Tournelle 75005 Paris;;
Da Pietro;12 rue Mabillon 75006 Paris;€€ - €€€;
Marco Polo;8 Rue de Conde 75006 Paris;€€ - €€€;
Bonvivant;7 RUE DES ECOLES 75005 Paris;€€ - €€€;
Au Derrick Catalan;346 rue Lecourbe 75015 Paris;€€ - €€€;
Ambassade de Bourgogne;6 rue de l'odeon 75006 Paris;€€ - €€€;
La Marmite;Blvd de Clichy 75018 Paris;€€ - €€€;
Le Murmure;108 Rue de la Convention 75015 Paris;€€ - €€€;
Chez Chung;49, Boulevard Gouvion Saint Cyr 75017 Paris;€;
I Diavoletti;73 rue Claude Bernard 75005 Paris;€€ - €€€;
La Corniche;77 Boulevard de Courcelles 75008 Paris;€€ - €€€;
Le Montaigne;7 rue de Ponthieu 75008 Paris;€€ - €€€;
Yakitori;62 rue du Montparnasse 75014 Paris;€€ - €€€;
Ma Bourgogne;19 Place des Vosges 75004 Paris;€€ - €€€;
Terra Corsa;42 rue des Martyrs 75009 Paris;€€ - €€€;
Le Bouche a Oreilles;10 Place Paul Verlaine 75013 Paris;€€ - €€€;
Entre Deux Rives;1 Rue de Hanovre 75002 Paris;€€ - €€€;
Bistrot Victoires;6 rue de la Vrilliere 75001 Paris;€;
Pere Fecto;15 rue Jean Colly 75013 Paris;€;
Zango;58 rue Daguerre 75014 Paris;€€ - €€€;
Pho 99;119 avenue de Choisy 75013 Paris;€;
Café Le Victor Hugo;4 Place Victor Hugo 75116 Paris;€€ - €€€;
Chez Ramona;17 rue Ramponeau 75020 Paris;€€ - €€€;
Compagnie des Vins surnaturels;7 rue Lobineau 75006 Paris;€€ - €€€;
Le Florimond;19 avenue de la Motte Picquet 75007 Paris;€€ - €€€;
La Ferrandaise;8 rue de Vaugirard 75006 Paris;€€ - €€€;
IL Russo;6 rue Cesar Franck 75015 Paris;€€ - €€€;
Bistrattoria Nonna RIta;4 rue Marsoulan 75012 Paris;€€ - €€€;
Bar Romain;6 rue de Caumartin 75009 Paris;€€ - €€€;
Shin Jung;7 rue Clapeyron 75008 Paris;€€ - €€€;
San Francisco;1 rue Mirabeau 75016 Paris;€€€€;
Le Bois Le Vent;59 Rue de Boulainvilliers 75016 Paris;€€ - €€€;
Le Tambour;41 Rue Montmartre 75002 Paris;€€ - €€€;
Brasserie 2eme art;49 rue Montmartre 75002 Paris;€€ - €€€;
Bistro Romain Cadires;122 avenue des Champs Elysees 75008 Paris;€€ - €€€;
Saravana Bhavan;170 rue du Faubourg Saint Denis 75010 Paris;€€ - €€€;
Brasserie Lola;99 rue du Theatre 75015 Paris;€€ - €€€;
Le Petit Lutetia;107 rue de Sevres 75006 Paris;€€ - €€€;
Il Farniente;1 rue Paul Fort 75014 Paris;€€ - €€€;
Caffè Jadis;40 rue Notre Dame de Lorette 75009 Paris;€€ - €€€;
Queen Ann;5 Rue Simon le Franc 75004 Paris;€€ - €€€;
La Phyliale;12 Rue Bayen 75017 Paris;€;
Noodle Panda;19 avenue Mac Mahon 75017 Paris;€;
Le Bistro d'Edgar;17 boulevard Edgar Quinet 75014 Paris;€€ - €€€;
ASSAGIO;48 rue du Temple 75004 Paris;€€ - €€€;
Chez Robert et Louise;Marais 64 rue Vieille du Temple 75003 Paris;€€ - €€€;
Cafe Vert Tulipe;2 rue de Londres 75009 Paris;€€ - €€€;
Café Léa;Mocensier Daubenton 5 rue Claude Bernard 75005 Paris;€€ - €€€;
Brasserie de l'Isle Saint Louis;55 quai de Bourbon 75004 Paris;€€ - €€€;
Il Farniente;250 rue du Faubourg Saint Antoine 75012 Paris;€€ - €€€;
La Grande Crèmerie;8, rue Gregoire de Tours 75006 Paris;€€ - €€€;
Brasserie Le Nesle;22 rue Dauphine 75006 Paris;€€ - €€€;
L'Ete en Pente Douce;8 rue Muller 75018 Paris;€€ - €€€;
Napoletano;18 avenue Franklin Delano Roosevelt 75008 Paris;€€ - €€€;
Fuxia;42 Place du Marche Saint Honore 75001 Paris;€€ - €€€;
Erawan;76 rue de la Federation 75015 Paris;€€ - €€€;
ALIMENTARI;64 rue Jean Pierre Timbaud 75011 Paris;€€ - €€€;
Le gros Minet;1 r Prouvaires 75001 PARIS 75001 Paris;€€ - €€€;
Le Pub 27;27 rue de Rome 75008 Paris;€€ - €€€;
Académie de la bière;88 boulevard de Port Royal 75005 Paris;€€ - €€€;
L'Heure Gourmande;22 Passage Dauphine 75006 Paris;€€ - €€€;
Chipotle;20 boulevard Montmartre 75009 Paris;€;
La Cerisaie;70 boulevard Edgar Quinet 75014 Paris;€€ - €€€;
Le Restaurant du Bon Docteur;36, Rue Gutenberg 75015 Paris;€€ - €€€;
Schwartz's;7, Avenue d’Eylau 75016 Paris;€€ - €€€;
Bistrot Capucine;22 rue des Capucines 75002 Paris;€€ - €€€;
Sapporo Ramen;37 rue Sainte Anne 75001 Paris;€;
La Comete;19 rue du Faubourg Montmartre 75009 Paris;€€ - €€€;
Chez Germaine;30 rue Pierre Leroux 75007 Paris;€€ - €€€;
Royal Bombay;104 boulevard de l Hopital 75013 Paris;€€ - €€€;
MEIWENTI;53 rue de Richelieu 75001 Paris;€;
Mouffetard Saigon's;85 rue du Cardinal Lemoine 75005 Paris;€€ - €€€;
Le Stresa;7 Rue Chambiges 75008 Paris;€€€€;
La Crepe Dentelle;10 rue Leopold Bellan 75002 Paris;€€ - €€€;
Happa Tei;64 rue Sainte Anne 75002 Paris;€€ - €€€;
Le Vieux Bistrot;54 rue Mouffetard 75005 Paris;€€ - €€€;
Asuka;145 rue Marcadet 75018 Paris;€€ - €€€;
Le Nemrod;51 rue du Cherche Midi 75006 Paris;€€ - €€€;
Restaurant Amour;8 rue de Navarin 75009 Paris;€€ - €€€;
Kim Sushi;25 rue de Bruxelles 75009 Paris;€;
Le Deauville;75 avenue des Champs Elysees 75008 Paris;€€ - €€€;
Zéro Zéro Sèvres;46 rue de Sèvres 75007 Paris;€€ - €€€;
Au Metro;18 boulevard Pasteur 75015 Paris;€€ - €€€;
Chez Janou;Marais 75003 Paris;€€ - €€€;
Matchan;55 rue du Theatre 75015 Paris;€€ - €€€;
Cosmos;133 Avenue Emile Zola 75015 Paris;€€ - €€€;
Le Régal de TiTi;156 Avenue d Italie 75013 Paris;€€ - €€€;
Le Paris Seize;18 rue des Belles-Feuilles, 75116 Paris;€€ - €€€;
Le Wilson;2, place du Trocadero et du 11 novembre 75116 Paris;€€ - €€€;
Les Fils de la Ferme;5 rue Mouton Duvernet 75014 Paris;€€ - €€€;
Le Petit Lyon;24 Rue de Vintimille 75009 Paris;€€ - €€€;
Le Bistro d'Alberto;150 Boulevard Pereire 75017 Paris;€€ - €€€;
Le Dalou;30 Place de la Nation 75012 Paris;€€ - €€€;
Restaurant la Ville de Provins Paris;74 Boulevard de Strasbourg 75010 Paris;€€ - €€€;
Chez l'Ami Louis;32 rue du Vertbois 75003 Paris;€€€€;
Le Sherwood;3 rue Daunou 75002 Paris;€€ - €€€;
Les Pates vivantes;46 rue du Faubourg Montmartre 75009 Paris;€;
Wakaba;20 rue de l Exposition 75007 Paris;€€ - €€€;
Bharath;51 rue Louis Blanc 75010 Paris;€;
Le Pavillon Montsouris;20 rue Gazan 75014 Paris;€€€€;
You Decide;152 avenue Victor Hugo 75116 Paris;€;
Razowski's;38 Place du Marché Saint-Honoré 75006 Paris;€€ - €€€;
Dede la Frite;135 rue Montmartre 75002 Paris;€;
Saveurs de Chine;18 rue de l Arrivee 75015 Paris;€;
Da Attilio;21 rue de Cronstadt 75015 Paris;€€ - €€€;
Crêperie du Vieux Journal;17 rue Brea 75006 Paris;€;
Foyer Mon Vietnam;24 rue Montagne Sainte Geneviève 75005 Paris;€;
Ristorante di Como;16 rue du bac 75007 Paris;€€ - €€€;
L'Ordonnance;51 rue Halle 75014 Paris;€€ - €€€;
Pramil;9 rue du Vertbois 75003 Paris;€€ - €€€;
Le Café De Pauline;9 Rue de L'Ambroisie 75012 Paris;€€ - €€€;
Up Thaï;17 rue de Constantinople 75008 Paris;€€ - €€€;
Nanou bar;59 rue d Orsel 75018 Paris;€€ - €€€;
Café Marcel;23 rue des Dames 75017 Paris;€€ - €€€;
Les Rupins;35 boulevard de Magenta 75010 Paris;€€ - €€€;
Monsieur Henri;8 Rue de Picardie 75003 Paris;€€ - €€€;
LA PLACE 17;5 Place du Maréchal Juin 75017 Paris;€€ - €€€;
Cul de Poule;53 rue des Martyrs 75009 Paris;€€ - €€€;
Co My Cantine;18 rue de Menilmontant 75020 Paris;€;
Noura Marceau;27 avenue Marceau 75116 Paris;€€ - €€€;
99 Café;99 rue Saint Lazare 75009 Paris;€€ - €€€;
Phở Bờm;71 Avenue de Choisy 75013 Paris;€€ - €€€;
Les Fabricants;61 rue Jean Pierre Timbaud 75011 Paris;€;
Sinorama;Quartier Chinois 135 avenue de Choisy 75013 Paris;€€ - €€€;
La Bague de Kenza;106 rue Saint Maur 75011 Paris;€€ - €€€;
Mali Cuisine Thai;94 avenue de Choisy 75013 Paris;€€ - €€€;
Bar du Marche;rue de Buci 75006 Paris;€€ - €€€;
Les Bonnes Soeurs;8 rue du Pas de la Mule 75003 Paris;€€ - €€€;
Falstaff;Rue du Montparnasse 75014 Paris;€€ - €€€;
bistro chantefable;93, Avenue Gambetta 75020 Paris;€€ - €€€;
Jantchi;6 rue Therese 75001 Paris;€€ - €€€;
Chez Alfred Lao Cuisine;31 Bis Rue Amelot 75011 Paris;€€ - €€€;
Nouille;1 rue Faidherbe 75011 Paris;€;
Pizza Nellie;96 rue Raymond Losserand 75014 Paris;€€ - €€€;
Brasserie Les Deux Palais;3 Boulevard du Palais 75004 Paris;€€ - €€€;
Mon Paris;6 Rue Edouard VII 75009 Paris;€€ - €€€;
PHO 3;63 rue de Turbigo 75003 Paris;€;
Le Vingt;20 Rue Saint-Séverin 75005 Paris;Prix moyen 20 €;7
HD Diner Saint Michel;25 Rue Francisque Gay 75006 Paris;€€ - €€€;
Le Soufflot Cafe;16 rue Soufflot 75005 Paris;€€ - €€€;
La Haut;8 Rue Pixérécourt 75020 Paris;;
Foyer de la Madeleine;Place de la Madeleine 75008 Paris;€;
Schmid;76 boulevard de Strasbourg 75010 Paris;€;
L'absinthe Cafe;54 rue de Turbigo 75003 Paris;€€ - €€€;
Aux Délices du Liban;3 rue de l'Estrapade 75005 Paris;€€ - €€€;
Au P'tit Zinc;2 rue des Plantes 75014 Paris;€€ - €€€;
MEKONG;135 rue de Tolbiac 75013 Paris;€;
Indiana Café - Bastille;14 Place de la Bastille 75011 Paris;€€ - €€€;
Au Bretzel;1 rue Leopold Robert 75014 Paris;€€ - €€€;
L' EQUATEUR;151 rue Saint Maur 75011 Paris;€€ - €€€;
La Favorite;4 rue de Rivoli 75004 Paris;€€ - €€€;
Boeuf Grille;93 rue Baudricourt 75013 Paris;€€ - €€€;
Paris French Cantine;8 Rue Du Pere Guerin 75013 Paris;€;
Thu Thu;Mairie du 18e 51 B rue Hermel 75018 Paris;€€ - €€€;
Le Dragon Wok;108 avenue de Flandre 75019 Paris;;
Mamie Burger Faubourg Montmartre;21 rue du Faubourg Montmartre 75009 Paris;€€ - €€€;
Le Lhassa;13 rue de la Montagne Ste Genevieve 75005 Paris;€€ - €€€;
Hitomi;57 rue de Chabrol 75010 Paris;€;
Tonkatsu Tombo;14 rue de l Arrivee 75015 Paris;€€ - €€€;
L'Osteria dell'Anima;37 Rue Oberkampf 75011 Paris;€€ - €€€;
Le Bariole;103 rue de Belleville 75019 Paris;€€ - €€€;
Cafe Suedois;11 rue Payenne 75003 Paris;€;
Au rendez-vous de la Marine;14 quai de la Loire 75019 Paris;€€ - €€€;
Don Diego;12 rue Rottembourg 75012 Paris;€€ - €€€;
Creperie des pecheurs;27 rue Saint Andre des Arts 75006 Paris;€;
L'Ivress Sentier;5, Rue Poissonniere 75002 Paris;€€ - €€€;
Rétro;23 Rue Fabre d'Eglantine 75012 Paris;€€ - €€€;
Sawadee;Beaugrenelle 53 avenue Emile Zola 75015 Paris;€€ - €€€;
Le Petit Voisin;167 rue Saint Charles 75015 Paris;€€ - €€€;
Arcimboldo;22 rue Cadet 75009 Paris;€€ - €€€;
Toyo;17 rue Jules Chaplain 75006 Paris;€€€€;
Sushi Odeon;9 rue Danton 75006 Paris;€€ - €€€;
GRAN CAFFE CONVIVIUM;28 RUE MARBEUF 75008 Paris;€€ - €€€;
Café Le Quartier Général;82 Boulevard Saint Germain 75005 Paris;€€ - €€€;
Les trois freres;Paris 18e 14 rue Leon 75018 Paris;€;
Le Petit Chatelet;39 Rue de la Bucherie 75005 Paris;€€ - €€€;
L'Aller Retour;5 rue Charles Francois Dupuis 75003 Paris;€€ - €€€;
Higuma;27 boulevard des Italiens 75002 Paris;€;
Jipangue;96 rue la Boetie 75008 Paris;€€ - €€€;
Le Verre Moutarde;145 rue de Saussure 75017 Paris;€€ - €€€;
Odette et Aimé;46, Rue de Maubeuge 75009 Paris;€€ - €€€;
La Gourmandise;28 rue Augereau 75007 Paris;€;
Le Dada;12 avenue des Ternes 75017 Paris;€€ - €€€;
Epicure 108;108 rue Cardinet 75017 Paris;€;
Le Roi Du Couscous;112 Boulevard de Grenelle 75015 Paris;€€ - €€€;
Le Sourire de Saigon;54 rue du Mont Cenis 75018 Paris;€€€€;
Le Comptoir des Saint-Peres;29 rue des Saints Peres 75006 Paris;€€ - €€€;
Le Celeste Gourmand;8 rue de la Tacherie 75004 Paris;€€ - €€€;
Lepic Assiette;35 rue Lepic 75018 Paris;€€ - €€€;
Sushi Star;92 cours de Vincennes 75012 Paris;€;
L'étoile de Montmartre;26 Rue Duhesme 75018 Paris;€€ - €€€;
Chez Irene et Bernard;58 rue Gauthey 75017 Paris;€€ - €€€;
Le Stella;133 avenue Victor Hugo 75116 Paris;€€ - €€€;
Les Grillades de Buenos Aires;54 rue du Montparnasse 75014 Paris;€€ - €€€;
Le Brasier des Ternes;58 avenue des Ternes 75017 Paris;€€ - €€€;
Mum Dim Sum;14 boulevard de Courcelles 75017 Paris;€€ - €€€;
L'auberge Des Deux Ponts;7 rue des 2 Ponts 75004 Paris;€€ - €€€;
Le Royal Pereire;1 Place du Marechal Juin 75017 Paris;€€ - €€€;
Sette Pizza;38 Rue du Faubourg Saint-Denis 75010 Paris;€;
A la Biche au bois;45 Avenue Ledru-Rollin 75012 Paris;€€ - €€€;
La Bascule;24 rue Durantin 75018 Paris;€€ - €€€;
Pasta Linea;9 Rue de Turenne 75004 Paris;€;
Di Sapri;115 T rue Ordener 75018 Paris;€€ - €€€;
La Focaccia;9 rue Joseph de Maistre 75018 Paris;€€ - €€€;
Le Refuge des Fondus;17 rue des 3 Freres 75018 Paris;€€ - €€€;
Le Griffonnier;8 rue des Saussaies 75008 Paris;€€ - €€€;
Louis Philippe Cafe Restaurant;66 quai de l Hotel de Ville 75004 Paris;€€ - €€€;
Le Picotin;35 Rue Sibuet 75012 Paris;€€ - €€€;
Alice Pizza;11 rue Eugene Gibez 75015 Paris;€€ - €€€;
Lao Viet;24 boulevard Massena 75013 Paris;€€ - €€€;
Le Petit Josselin;59 rue du Montparnasse 75014 Paris;€€ - €€€;
Naniwa-Ya;11 rue Sainte Anne 75001 Paris;€;
Castel Cafe;5 avenue de Suffren 75007 Paris;€€ - €€€;
Chez Gladines;30 rue des 5 Diamants 75013 Paris;€;
Pg's Bar a Manger;15 rue d Assas 75006 Paris;€€ - €€€;
Le Pre aux Clercs;30 rue Bonaparte 75006 Paris;€€ - €€€;
De l'Autre Cote;7 rue Leon Jouhaux 75010 Paris;€€ - €€€;
Premier Sushi;9eme 26 rue Richer 75009 Paris;€€ - €€€;
Le Bistrot des Dames;18 Rue des Dames 75017 Paris;€€ - €€€;
La Tour Maubourg;58 Boulevard Latour Maubourg 75007 Paris;€€ - €€€;
Lenotre;22 avenue de la Porte de Vincennes 75012 Paris;€€ - €€€;
Sapori di Parma;56 avenue de la Bourdonnais 75007 Paris;€;
Restaurant La Gauloise;59, Avenue de la Motte Picquet 75015 Paris;€€ - €€€;
Higuma;163 rue Saint Honore 75001 Paris;€;
Carnet de Voyage;4 rue de Budapest 75009 Paris;€;
Le Schmuck;1 rue de Conde 75006 Paris;€€ - €€€;
L' Echappée;38 Rue Boyer 75020 Paris;€€ - €€€;
Happy Deli;15 rue Violet 75015 Paris;€;
Casa San Pablo;4 rue de Sevigne 75004 Paris;€€ - €€€;
ZA Paris;Rue berger 75001 Paris;€€ - €€€;
l'ABORDAGE;2 Place Henri Bergson 75008 Paris;€€ - €€€;
Partie de campagne;Bercy Village 36 Cour Saint Emilion 75012 Paris;€€ - €€€;
Le Petit Trianon;80 boulevard de Rochechouart 75018 Paris;€€ - €€€;
Ave Maria;1, rue Jacquard, Oberkampf 75011 Paris;€€ - €€€;
Le Carrousel;194 Rue de Rivoli 7500l Paris;€€ - €€€;
La Bocca Della Verita;2 Rue du Sabot 75006 Paris;€€ - €€€;
Au 41 Penthievre;41 Rue de Penthievre 75008 Paris;€€€€;
L'etage de Pastavino;18 Rue de Buci 75006 75006 Paris;€€ - €€€;
la rhumerie;166 boulevard Saint Germain 75006 Paris;€€ - €€€;
la cave cafe;134 rue Marcadet 75018 Paris;€€ - €€€;
chez alexandre;16 rue du Louvre 75001 Paris;€€ - €€€;
Khai Tri;93 Avenue d Ivry 75013 Paris;€;
Chibby's Diner;9 rue Jaucourt 75012 Paris;€€ - €€€;
CHEZ BOUBOULE;0 Avenue Trudaine 75009 Paris;€€ - €€€;
Le Traiteur Marocain;39, Rue de Bretagne 75003 Paris;€;
Les Mondes Bohemes;31 Rue des Vignoles 75020 Paris;€€ - €€€;
Cezembre;17 Rue Gregoire de Tours 75006 Paris;€€€€;
Marcel;15 rue de Babylone 75007 Paris;€€ - €€€;
Midory Japanese Restaurant;49 rue de l Arbre Sec 75001 Paris;€€ - €€€;
Okinawa;19 rue Saint Augustin 75002 Paris;€;
Ti Jos;30 rue Delambre 75014 Paris;€€ - €€€;
Autour du Yangtse Opéra-La Fayette;12 rue du Helder 75009 Paris;€€ - €€€;
Aux Petits Oignons;11 Rue Dupont de l'Eure 75020 Paris;€€ - €€€;
La Crêperie Bretonne;56 Rue du Montparnasse 75014 Paris;€€ - €€€;
FULVIO;4 rue de Poitou 75003 Paris;€€ - €€€;
La Bodega;37 rue Cambronne 75015 Paris;€€ - €€€;
Restaurant de la Tour;6 Rue Desaix 75015 Paris;€€ - €€€;
Sushi Gozen;22 rue Delambre 75014 Paris;€€ - €€€;
Mila;11 Rue Jean-Jacques Rousseau 75001 Paris;€€ - €€€;
Happy Nouilles;95 Rue Beaubourg 75003 Paris;€;
Au Petit Village;6 rue Coypel 75013 Paris;€€ - €€€;
Le Carré Elysée;49 avenue Franklin Delano Roosevelt 75008 Paris;€€ - €€€;
PIZZERIA dei CIOPPI;44 rue Trousseau 75011 Paris;€;
Baan Thai;13 rue de la Ferronnerie 75001 Paris;€€ - €€€;
Le Cristal;96 boulevard de Port Royal 75005 Paris;€€ - €€€;
l'isolotto;25 rue Saint Andre des Arts 75006 Paris;€€ - €€€;
La Cadole;1 rue Mayet 75006 Paris;€€ - €€€;
Mémère au Piano;18 Rue Jean Macé 75011 Paris;€€ - €€€;
Coffee Parisien;4 rue Princesse 75006 Paris;€€ - €€€;
Mouette a Bord;102 Rue du Théâtre 75015 Paris;€;
Le Petit Cervantès;36 rue des 5 Diamants 75013 Paris;€€ - €€€;
Gabriela;3 rue Milton 75009 Paris;€€ - €€€;
La Creperie;12 rue Soufflot 75005 Paris;€€ - €€€;
La Compagnie;123 avenue de Wagram 75017 Paris;€€ - €€€;
Chez Ann Rive Droite;29 Rue de l' Echiquier 75010 Paris;€;
Le Pain Quotidien Lepic;31 Rue Lepic 75018 Paris;€€ - €€€;
L'Enchotte;11 rue de Chabrol 75010 Paris;€€ - €€€;
Le Terminus Nation;1 cours de Vincennes 75020 Paris;€€ - €€€;
Le Lotus;121 Avenue d Ivry 75013 Paris;€€ - €€€;
asia food buffet a volonté;142 avenue du Maine 75014 Paris;€€ - €€€;
La Petite Rose des Sables;6 rue de Lancry 75010 Paris;€;
L'Envie du jour;106 rue Nollet 75017 Paris;€€ - €€€;
Le Paris Orleans Cafe;129 avenue du General Leclerc 75014 Paris;€€ - €€€;
Bistrot de la tour Eiffel;21 avenue de la Bourdonnais 75007 Paris;€€ - €€€;
BAR EL URBANO;3 rue Crespin du Gast 75011 Paris;;
Coffee Parisien;7 rue Gustave Courbet 75116 Paris;€€ - €€€;
Le Pré Salé;22 rue du Moulin des Pres 75013 Paris;€€ - €€€;
StarWok;102 rue de Bercy 75012 Paris;€;
Chez Gladines;64 rue de Charonne 75011 Paris;€;
Candela Caliente;150 boulevard Voltaire 75011 Paris;€€ - €€€;
Le Royal Cambronne;2 Place Cambronne 75015 Paris;€€ - €€€;
le papacionu;7 rue Cadet 75009 Paris;€€ - €€€;
Seb'on;62 rue d'Orsel 75018 Paris;€€ - €€€;
SUSHI GINZA ONODERA;18 rue du Louvre 75001 Paris;€€€€;
Café Arthur et Juliette;51 rue des Morillons 75015 Paris;€€ - €€€;
Le Gramont;15 boulevard des Italiens 75002 Paris;€€ - €€€;
The Moose;16 rue des 4 Vents 75006 Paris;€€ - €€€;
Paris Sultan Cigkofte & Baklava;6 rue des Petites Ecuries 75010 Paris;;
Rivoluzione - Cantine Italienne;24 Rue Des Taillandiers 75011 Paris;€€ - €€€;
Lucky Luciano Pizza;1, Cour des Petites Ecuries 75010 Paris;€€ - €€€;
Lily Wang;40 avenue Duquesne 75007 Paris;€€€€;
Le Trait d'Union;122 rue de Rennes 75006 Paris;€€ - €€€;
L'Accolade;208 Rue de la Croix Nivert 75015 Paris;€€ - €€€;
Nove;9 Rue de Charonne 75011 Paris;€€ - €€€;
Naoki;5 rue Guillaume Bertrand 75011 Paris;€€ - €€€;
Le Pain Quotidien Charonne;24 Rue De Charonne 75011 Paris;€€ - €€€;
Piccola Roma;10 rue Saint Didier 75116 Paris;€€ - €€€;
Le Fenelon;8 Place Saint Michel 75006 Paris;€€ - €€€;
Kastoori;4 Place Gustave Toudouze 75009 Paris;€€ - €€€;
Cafe de Paris;10 rue de Buci 75006 Paris;€€ - €€€;
Restaurant Da Alberto;5 rue Isabey 75016 Paris;€€ - €€€;
L'Art Brut Bistrot;78 rue Quincampoix 75003 Paris;€;
Giacomo;8 rue du Chateau Landon 75010 Paris;€€ - €€€;
Mme Shawn 7;40 Place du Marche Saint-Honoré 75001 Paris;€€ - €€€;
Les Lèvres Rouges;3 Rue Durantin 75018 Paris;€€ - €€€;
Kim & Kim;15 rue Chevreul 75011 Paris;€;
Le Petit Cler;29 rue Cler 75007 Paris;€€ - €€€;
Le Select Montparnasse;99 Boulevard du Montparnasse 75006 Paris;€€ - €€€;
La Ville d'Argentan;4 rue d Amsterdam 75009 Paris;€€ - €€€;
Happy End Diner;6 rue du Pere Guerin 75013 Paris;€;
Au Bon Pho;22 rue au Maire 75003 Paris;€;
Le Drapeau de la Fidelite;21 rue Copreaux 75015 Paris;€;
Chez Trassoudaine;3 Place Nationale 75013 Paris;€€ - €€€;
Il Piccolo Rifugio;13 rue Chappe 75018 Paris;€€ - €€€;
Au petit Panisse;35 Rue de Montreuil 75011 Paris;€€ - €€€;
Café Panis;21 Quai de Montebello 75005 Paris;€€ - €€€;
La Kabylie;6 rue de la Roquette 75011 Paris;€€ - €€€;
Chez Gabin;92 boulevard de Belleville 75020 Paris;€;
Mian Fan;124 boulevard du Montparnasse 75014 Paris;€€ - €€€;
Le Sanséveria;248 Rue de Rivoli 75001 Paris;€€ - €€€;
Jambo african explorer;23 rue Sainte Marthe 75010 Paris;€€ - €€€;
Prince Palace;59 rue de Ponthieu 75008 Paris;€€ - €€€;
Farago Pintxo Club;11 cour des Petites Ecuries 75010 Paris;€€ - €€€;
Minori;14 Rue Cloche Perce 75004 Paris;€€ - €€€;
Les Bols de Jean;2 rue de Choiseul 75002 Paris;€€ - €€€;
Silencio;142 rue Montmartre 75002 Paris;€€€€;
Café République;9 place de la République 75003 Paris;€€ - €€€;
Le Terminus Balard;1 Place Balard 75015 Paris;€€ - €€€;
Cafe Creme;4 rue Dupetit Thouars 75003 Paris;€€ - €€€;
Le Feu de Mars;41 rue Vandrezanne 75013 Paris;€€ - €€€;
Bar Italia Brasserie;22 Rue Moncey 75009 Paris;€€ - €€€;
Frog Hop House;10 rue des Capucines 75002 Paris;€€ - €€€;
Maison Lacombe;55 rue des Acacias 75017 Paris;€€ - €€€;
Siempre;53 avenue de la Motte Picquet 75015 Paris;€€ - €€€;
Fine Lalla ?;23 rue Louis le grand 75002 Paris;;
Le Rosie;3 Rue Muller 75018 Paris;€€ - €€€;
Dim Sum Cantine;15 rue Manuel 75009 Paris;€;
